item_id,order_id,product_id,quantity,unit_price
453,178,43,2,2221.24
454,179,48,5,2025.7
455,179,96,4,566.42
456,180,42,3,1399.2
457,180,3,3,1262.99
458,180,20,4,252.47
459,181,63,3,4660.41
460,181,52,2,2504.07
461,181,7,3,3759.46
462,181,51,3,3139.05
463,182,14,5,3469.83
464,183,53,4,3707.49
465,183,88,2,4024.95
466,183,47,1,895.03
467,184,46,3,3627.14
468,185,72,2,4311.43
469,185,87,4,2297.24
470,186,71,2,492.24
471,186,21,4,952.85
472,186,34,2,4714.85
473,187,51,4,3224.67
474,187,35,3,3754.52
475,187,1,4,2827.83
476,188,62,3,456.82
477,189,78,5,370.14
478,190,48,3,389.18
479,190,74,3,1529.73
480,190,40,5,3914.73
481,190,44,2,3377.31
482,191,36,5,2730.41
483,191,67,2,2610.88
484,191,83,3,3331.67
485,191,61,3,2227.88
486,192,45,4,3911.65
487,192,75,1,2432.97
488,192,47,3,1549.81
489,192,79,3,3260.78
490,193,82,3,1152.14
491,193,99,4,2708.37
492,194,14,3,4306.13
493,194,73,2,4756.21
494,194,93,1,4158.84
495,194,35,5,4300.05
496,195,63,4,4735.71
497,196,39,1,1761.58
498,196,47,5,2345.87
499,197,7,1,593.46
500,198,83,3,2338.6
501,198,30,3,3092.08
502,198,34,2,3332.9
503,199,89,5,2444.6
504,199,23,3,4715.79
505,199,60,5,1716.99
506,200,14,2,1745.91
507,200,83,4,1579.65
508,200,51,5,1677.56
509,201,60,2,3116.89
510,201,41,2,1227.05
511,201,19,5,1865.26
512,202,45,5,137.38
513,202,100,5,3939.49
514,202,45,4,3746.84
515,203,63,3,4643.43
516,203,13,4,2042.14
517,203,20,5,3878.39
518,204,81,1,3894.64
519,204,53,2,1229.76
520,204,95,3,2248.0
521,205,3,4,553.72
522,205,52,5,4985.6
523,205,57,1,1309.7
524,206,86,5,2471.24
525,206,89,2,4872.26
526,206,16,5,1779.03
527,206,41,5,1733.23
528,207,67,2,2521.6
529,208,48,4,233.54
530,208,60,1,995.27
531,208,50,1,145.51
532,209,45,5,3405.13
533,209,85,1,3801.99
534,209,57,1,4703.58
535,209,59,5,3963.36
536,210,74,1,2469.96
537,210,56,5,931.58
538,210,68,3,1603.39
539,211,51,2,593.72
540,212,75,2,3339.68
541,212,99,5,2149.89
542,212,52,2,1797.06
543,213,55,4,4999.29
544,213,48,3,3530.99
545,214,6,4,336.07
546,214,17,2,2693.19
547,214,28,3,3906.5
548,214,28,2,4014.18
549,215,97,2,3079.85
550,216,35,2,283.29
551,217,40,2,2487.87
552,217,40,5,1172.22
553,217,52,2,1602.56
554,217,92,5,2099.53
555,218,89,3,2624.79
556,219,26,1,3337.76
557,220,87,2,4032.73
558,220,100,4,4225.23
559,220,72,2,1979.67
560,220,4,5,911.83
561,221,24,4,1224.56
562,221,94,4,4058.4
563,221,34,1,750.38
564,222,55,5,563.25
565,222,17,2,4786.72
566,222,22,1,1356.08
567,222,85,2,1645.24
568,223,49,1,4620.2
569,223,75,4,3959.1
570,224,43,5,4332.48
571,224,51,3,2284.95
572,225,81,3,1918.83
573,225,48,2,945.27
574,225,88,3,1436.81
575,226,15,5,532.9
576,227,11,2,1941.13
577,227,58,2,2580.49
578,227,3,3,764.7
579,228,71,5,546.32
580,228,76,2,2250.57
581,229,66,3,3912.6
582,229,69,3,4316.68
583,229,11,3,1940.91
584,229,18,2,188.11
585,230,34,5,1256.96
586,231,42,3,4875.15
587,231,13,1,963.69
588,232,70,2,4561.52
589,232,2,2,58.02
590,233,100,4,4604.66
591,233,60,4,278.74
592,233,74,1,4957.35
593,233,85,4,2205.68
594,234,100,4,1917.22
595,234,95,5,1897.22
596,235,54,4,3460.76
597,235,9,4,968.43
598,235,13,4,779.04
599,235,37,5,2641.59
600,236,72,1,3301.01
601,236,14,5,1980.16
602,236,74,2,271.34
603,236,86,2,1966.26
604,237,84,3,3989.43
605,237,33,5,2175.53
606,237,39,1,2964.67
607,238,52,1,1648.36
608,239,78,1,1965.17
609,239,33,5,214.29
610,240,83,1,1185.87
611,240,17,3,4081.04
612,240,15,5,2280.61
613,240,7,1,2783.94
614,241,72,5,544.21
615,241,51,5,753.9
616,241,51,4,4774.7
617,242,36,2,633.44
618,242,43,2,381.57
619,242,32,4,3656.7
620,242,100,3,4765.37
621,243,1,2,912.45
622,243,55,5,3688.1
623,243,97,1,2774.49
624,243,66,4,1865.85
625,244,66,1,750.74
626,244,78,2,1034.98
627,244,48,5,1192.41
628,245,25,5,3211.95
629,245,1,4,1842.33
630,245,31,3,4263.85
631,246,40,3,4595.47
632,246,49,5,1127.48
633,246,89,3,654.48
634,246,21,1,1556.08
635,247,20,5,1260.49
636,248,74,3,1869.83
637,249,73,5,109.08
638,249,29,3,4049.73
639,249,78,4,544.83
640,249,64,1,4292.25
641,250,25,1,1759.73
642,251,8,5,1552.15
643,251,17,3,4554.88
644,251,90,4,73.82
645,251,12,4,1304.18
646,252,98,5,2973.45
647,252,27,2,2268.68
648,253,15,5,2295.05
649,253,52,4,2350.7
650,253,86,4,4295.66
651,254,50,3,1160.98
652,255,84,5,4005.24
653,255,59,2,4221.65
654,255,82,4,3813.51
655,256,30,2,926.38
656,257,96,4,1699.99
657,257,97,4,4485.88
658,257,34,3,625.74
659,257,1,3,2737.08
660,258,76,3,3519.5
661,259,93,2,4226.3
662,259,70,1,4954.59
663,259,50,1,4289.41
664,259,38,2,2444.06
665,260,77,5,4460.45
666,260,47,5,3604.69
667,260,39,4,2097.1
668,260,16,1,582.14
669,261,74,4,1991.41
670,261,58,3,1485.15
671,261,96,3,2120.72
672,261,60,2,2583.09
673,262,20,2,1967.64
674,262,74,2,1515.41
675,262,44,3,4719.2
676,262,88,1,3803.15
677,263,78,5,1326.21
678,264,68,3,3721.13
679,264,2,4,1925.83
680,264,76,5,950.88
681,264,84,4,385.01
682,265,53,5,2407.97
683,265,80,4,4421.6
684,266,57,5,1904.2
685,266,6,2,2869.04
686,266,53,2,1912.43
687,266,64,4,2966.83
688,267,9,1,323.11
689,267,57,2,4942.36
690,267,16,2,2791.8
691,267,54,2,977.79
692,268,53,5,4835.84
693,269,37,2,861.62
694,269,25,2,306.83
695,270,28,5,2967.46
696,270,30,3,1435.62
697,271,52,1,4180.87
698,272,73,3,3553.2
699,272,88,1,2024.19
700,272,45,2,994.11
701,272,57,5,4405.78
702,273,100,2,3013.99
703,273,12,2,2553.95
704,273,32,4,3591.24
705,274,5,4,4314.36
706,275,33,5,4434.62
707,275,72,3,1471.98
708,275,62,3,1264.77
709,276,75,5,3927.35
710,277,22,3,1782.81
711,277,40,2,2670.57
712,277,1,3,1275.53
713,278,53,3,4854.58
714,278,47,3,4013.54
715,278,62,5,4305.22
716,278,55,5,2673.67
717,279,70,4,185.69
718,279,24,1,1181.99
719,279,76,2,885.48
720,279,32,1,4589.41
721,280,12,5,4845.75
722,281,72,4,4824.07
723,281,27,5,3889.64
724,281,85,2,2722.73
725,282,73,5,3894.84
726,282,21,5,2510.46
727,282,90,1,1295.41
728,282,21,3,2858.55
729,283,23,5,4096.3
730,283,61,5,1991.89
731,283,39,1,2164.2
732,283,31,2,3813.2
733,284,61,1,145.96
734,285,90,1,935.05
735,286,40,3,3439.63
736,286,20,1,778.34
737,286,21,1,457.23
738,286,63,3,1522.91
739,287,9,4,1413.36
740,287,64,5,730.57
741,287,90,1,324.99
742,288,52,4,701.46
743,288,60,3,3268.66
744,288,3,1,1809.78
745,289,88,5,2264.22
746,289,36,2,4134.92
747,289,30,4,324.24
748,289,69,3,1497.16
749,290,26,1,2885.68
750,290,48,5,4764.12
751,291,31,5,1120.03
752,291,69,1,2159.91
753,292,34,3,2254.9
754,293,30,2,2036.61
755,293,10,3,3720.56
756,294,65,1,3123.76
757,294,59,1,523.49
758,294,6,1,2849.21
759,295,78,4,3363.08
760,295,4,5,689.18
761,295,10,5,696.94
762,295,16,5,815.95
763,296,17,2,1172.88
764,296,20,5,2277.32
765,296,1,3,2897.98
766,297,97,4,2948.18
767,297,65,2,2987.28
768,298,44,5,4825.1
769,299,42,1,432.76
770,299,28,5,3247.33
771,299,11,3,3027.63
772,300,60,3,4160.93
773,301,39,1,4974.85
774,301,40,2,1530.18
775,301,60,2,2934.98
776,301,21,4,694.92
777,302,67,5,1226.79
778,303,23,3,3283.02
779,304,94,4,1216.39
780,304,83,4,3555.99
781,304,60,4,900.66
782,304,97,3,1520.48
783,305,26,3,4306.64
784,305,80,4,2618.52
785,305,22,5,4873.71
786,306,47,4,596.07
787,306,52,3,1152.86
788,306,67,1,4182.84
789,306,79,5,282.03
790,307,35,5,3254.01
791,307,83,3,670.54
792,308,75,4,4806.99
793,308,81,1,3618.93
794,308,73,3,96.94
795,308,9,4,3510.06
796,309,30,4,2105.24
797,309,37,2,2057.31
798,309,89,2,673.16
799,309,34,5,811.26
800,310,29,4,3920.36
801,311,7,5,3814.35
802,311,92,3,4618.62
803,312,13,3,784.13
804,313,14,1,3773.1
805,313,24,2,2010.21
806,314,34,4,4802.01
807,315,54,5,4849.81
808,315,2,1,3188.97
809,315,67,3,673.07
810,316,28,3,3073.56
811,316,95,3,2269.46
812,317,21,2,2897.28
813,317,82,2,4178.62
814,317,98,3,3101.46
815,318,89,4,3948.21
816,318,11,3,1283.52
817,318,77,1,3958.74
818,318,22,4,3857.28
819,319,95,3,2351.62
820,319,100,2,2043.29
821,320,6,2,759.09
822,321,74,1,3530.7
823,322,56,3,4220.01
824,323,9,3,1540.47
825,323,58,5,2470.01
826,323,95,3,1624.59
827,323,85,1,3586.27
828,324,23,2,668.46
829,324,80,4,3013.52
830,324,93,1,3686.8
831,325,47,3,4733.14
832,325,29,5,1022.44
833,325,30,5,2031.22
834,325,3,3,1631.35
835,326,95,5,4332.38
836,326,89,3,913.86
837,327,72,2,1705.15
838,327,26,2,4144.82
839,327,66,1,4465.09
840,327,32,1,4674.56
841,328,36,3,1280.33
842,328,87,2,299.84
843,329,55,3,552.28
844,329,23,2,1500.95
845,330,33,1,3186.03
846,330,69,3,994.84
847,330,59,2,322.08
848,330,30,3,271.87
849,331,52,1,671.29
850,332,42,1,4103.33
851,332,63,1,1859.91
852,333,42,5,4303.04
853,333,7,5,4782.31
854,333,35,1,1403.25
855,334,83,3,4734.2
856,334,51,3,402.47
857,335,48,3,4286.46
858,335,17,3,1201.22
859,336,63,5,423.07
860,337,32,3,4521.92
861,338,92,2,3659.67
862,338,40,5,4806.94
863,338,98,1,3101.53
864,339,15,3,3475.43
865,339,97,3,1821.81
866,339,16,4,2189.6
867,339,30,2,4796.02
868,340,36,4,1267.86
869,340,56,1,3737.65
870,341,10,5,3302.81
871,341,92,4,1225.36
872,342,2,1,2318.1
873,342,10,3,255.6
874,343,8,3,3055.21
875,343,85,4,2529.83
876,344,86,4,2998.45
877,344,59,1,1565.06
878,344,88,2,3479.02
879,345,4,5,258.06
880,345,98,5,237.81
881,345,6,1,4586.48
882,345,98,4,3677.03
883,346,94,2,3019.48
884,347,66,5,2529.14
885,347,13,5,2989.79
886,347,5,3,4006.28
887,347,51,1,1960.07
888,348,72,5,613.71
889,348,66,4,3553.22
890,349,12,5,4095.64
891,349,46,4,4658.27
892,349,6,3,3157.17
893,350,43,4,3805.79
894,350,69,2,1931.96
895,350,23,5,219.66
896,350,62,2,3586.95
897,351,1,5,605.69
898,351,86,3,2264.77
899,352,59,2,1790.94
900,352,37,1,2357.24
901,353,94,1,4799.17
902,353,29,1,3854.8
903,354,67,5,2940.74
904,354,73,3,561.04
905,354,33,3,4885.87
906,354,78,5,1061.88
907,355,11,3,1968.26
908,355,34,5,224.83
909,355,56,4,2657.93
910,355,93,4,2274.73
911,356,72,3,3826.16
912,357,11,4,1556.39
913,358,6,3,3360.73
914,358,47,4,1075.78
915,358,39,2,4634.34
916,358,12,5,291.63
917,359,27,5,4663.39
918,359,3,1,716.78
919,359,68,3,2171.19
920,359,98,2,1239.12
921,360,91,4,2436.45
922,360,31,1,3401.18
923,360,13,4,2500.89
924,360,72,4,585.91
925,361,54,1,1887.32
926,361,71,4,3382.82
927,362,14,2,1349.97
928,363,18,3,4778.76
929,364,44,3,167.69
930,364,8,3,1514.15
931,364,5,5,4967.96
932,365,86,5,2951.44
933,366,73,4,2037.23
934,366,59,2,2626.12
935,367,18,3,1918.66
936,367,51,2,115.29
937,367,99,3,1281.22
938,367,29,1,186.11
939,368,38,2,1598.71
940,369,80,2,4930.28
941,369,63,3,576.47
942,369,73,5,4810.78
943,370,41,3,2095.9
944,370,50,2,2584.32
945,370,64,2,1828.17
946,370,67,5,4002.31
947,371,19,3,818.25
948,371,100,3,3177.59
949,372,1,2,680.6
950,373,17,2,4488.37
951,374,5,3,1942.1
952,374,60,4,4272.92
953,374,14,2,1829.16
954,375,67,5,3696.07
955,375,34,1,4618.99
956,375,81,2,3872.4
957,376,44,1,2093.45
958,377,6,5,4015.14
959,377,24,2,2916.62
960,377,63,5,2788.96
961,377,99,3,2455.28
962,378,75,5,1939.01
963,379,54,1,1665.61
964,379,61,4,3076.92
965,380,39,3,818.7
966,380,19,2,4006.26
967,380,34,5,788.42
968,381,25,1,1259.37
969,381,60,2,2337.02
970,381,39,3,255.68
971,381,10,1,4571.33
972,382,90,2,1932.28
973,383,81,5,4070.26
974,383,34,1,3041.2
975,383,32,5,2073.38
976,383,50,1,171.31
977,384,12,5,2860.91
978,384,96,1,4162.56
979,384,75,5,669.71
980,384,41,4,4784.24
981,385,39,4,2075.57
982,385,71,2,1482.86
983,386,29,3,438.54
984,387,26,1,2602.56
985,388,72,1,1594.65
986,389,11,2,825.03
987,389,82,1,2252.42
988,389,76,1,1583.1
989,390,5,5,1837.73
990,390,1,5,3736.96
991,390,7,4,2293.51
992,390,38,5,2320.92
993,391,9,1,1029.77
994,391,34,3,3826.49
995,392,35,3,2395.32
996,392,98,2,2315.74
997,392,85,4,3018.24
998,392,7,4,3641.94
999,393,29,2,4296.36
1000,394,34,3,3110.27
1001,394,75,5,4609.48
1002,394,68,4,68.36
1003,394,30,2,3061.87
1004,395,51,5,1480.21
1005,395,24,4,4819.19
1006,396,1,4,133.76
1007,397,55,4,1785.43
1008,397,9,5,275.09
1009,398,51,2,483.57
1010,398,5,1,182.47
1011,398,69,5,2059.93
1012,398,43,3,2064.67
1013,399,22,3,1168.0
1014,400,50,3,155.53
1015,401,57,3,4755.39
1016,401,52,4,3017.26
1017,401,72,4,3885.74
1018,402,66,3,2607.98
1019,402,60,1,4496.01
1020,402,32,4,4050.21
1021,403,7,4,3999.77
1022,404,97,1,2250.35
1023,405,84,4,1600.33
1024,405,40,5,1026.49
1025,406,5,4,2662.64
1026,406,15,1,2239.63
1027,407,7,1,1426.26
1028,407,4,2,4613.47
1029,407,35,3,1503.94
1030,407,46,3,4253.58
1031,408,58,3,1175.88
1032,408,30,5,1550.04
1033,408,73,4,4925.39
1034,408,44,3,4703.61
1035,409,73,1,2426.22
1036,409,88,1,4101.79
1037,410,47,2,4539.01
1038,410,97,1,1590.03
1039,411,50,4,4900.74
1040,411,28,4,3602.28
1041,412,83,4,1215.02
1042,412,59,2,4809.57
1043,412,39,4,3487.63
1044,412,20,3,2557.51
1045,413,26,5,4122.28
1046,413,68,4,4296.22
1047,414,80,2,4335.5
1048,414,85,4,2789.37
1049,415,34,1,4955.61
1050,416,36,5,1043.75
1051,416,16,4,4591.18
1052,417,57,1,2180.58
1053,417,47,3,2818.11
1054,417,13,4,4369.93
1055,417,41,4,3057.25
1056,418,92,1,1973.48
1057,419,4,4,3502.56
1058,419,76,5,3081.16
1059,419,48,3,1996.07
1060,420,27,5,2698.82
1061,420,77,4,127.1
1062,420,38,3,1835.07
1063,420,1,2,3016.53
1064,421,33,2,2403.41
1065,421,13,5,4928.54
1066,422,96,5,4826.15
1067,422,47,3,674.41
1068,422,84,1,1679.87
1069,422,80,2,1977.68
1070,423,1,1,3350.71
1071,424,86,1,461.66
1072,425,55,1,2105.63
1073,425,75,4,1003.01
1074,425,34,3,4841.32
1075,426,18,1,4284.31
1076,427,7,5,2584.37
1077,428,68,3,3346.75
1078,428,49,5,3141.24
1079,429,62,2,1023.38
1080,429,28,1,353.74
1081,429,86,3,2669.67
1082,429,64,4,4746.0
1083,430,81,4,4287.59
