order_id,user_id,status,total_amount,created_at
153,146,pending,8383.3,2024-09-09 17:19:00
154,180,returned,475.84,2024-01-29 07:38:00
155,225,completed,5311.84,2024-01-01 10:58:00
156,629,pending,8083.81,2024-06-23 22:11:00
157,941,cancelled,689.6,2024-03-16 18:45:00
158,940,pending,7766.23,2024-09-26 11:04:00
159,383,returned,5901.56,2024-06-21 09:20:00
160,140,pending,7350.29,2024-08-11 20:31:00
161,665,cancelled,1824.61,2024-10-14 22:56:00
162,952,cancelled,2310.05,2024-10-28 05:24:00
163,315,cancelled,1360.75,2024-01-01 22:36:00
164,401,completed,1902.61,2024-06-11 19:14:00
165,655,completed,9373.21,2024-03-13 10:47:00
166,80,pending,3533.42,2024-06-12 05:40:00
167,907,completed,8234.45,2024-12-09 20:46:00
168,908,cancelled,4521.64,2024-05-15 06:15:00
169,710,completed,3569.76,2024-02-25 23:00:00
170,50,returned,4438.38,2024-08-02 05:56:00
171,424,returned,8829.53,2024-06-28 17:24:00
172,104,returned,7908.43,2024-10-22 20:48:00
173,704,pending,1710.3,2024-02-07 01:18:00
174,21,cancelled,2685.16,2024-02-23 02:21:00
175,175,returned,1692.95,2024-02-08 17:57:00
176,96,cancelled,5980.9,2024-11-10 15:45:00
177,32,returned,9430.18,2024-03-25 19:56:00
178,445,pending,630.2,2024-06-18 06:12:00
179,420,cancelled,6639.92,2024-06-01 07:06:00
180,51,returned,5760.52,2024-09-08 04:03:00
181,370,completed,4333.3,2024-05-30 21:40:00
182,615,returned,2076.78,2024-01-14 06:10:00
183,654,cancelled,9772.87,2024-08-30 03:19:00
184,804,returned,4762.35,2024-12-04 08:05:00
185,658,returned,1930.32,2024-07-14 11:11:00
186,457,completed,2706.63,2024-08-26 08:14:00
187,858,cancelled,5686.04,2024-03-18 22:42:00
188,100,completed,6714.6,2024-10-04 13:48:00
189,604,pending,5580.66,2024-07-17 16:26:00
190,989,returned,5769.87,2024-04-30 15:19:00
191,81,returned,9037.49,2024-12-31 01:32:00
192,585,pending,1290.79,2024-08-17 05:10:00
193,996,pending,8103.76,2024-03-05 01:27:00
194,81,returned,2099.0,2024-11-17 04:53:00
195,610,cancelled,3265.52,2024-02-04 02:24:00
196,570,returned,5565.34,2024-05-21 16:29:00
197,940,completed,7886.85,2024-11-15 18:33:00
198,801,returned,1213.94,2024-03-17 04:36:00
199,603,completed,9256.79,2024-10-15 03:50:00
200,293,cancelled,8791.15,2024-05-15 12:41:00
201,498,returned,470.91,2024-05-21 12:09:00
202,634,returned,483.95,2024-06-18 22:15:00
203,51,returned,9216.27,2024-07-09 00:21:00
204,838,cancelled,3178.4,2024-09-08 22:43:00
205,101,pending,1430.42,2024-08-14 10:17:00
206,747,returned,6089.29,2024-02-15 06:28:00
207,217,returned,7435.35,2024-09-21 11:52:00
208,58,pending,749.61,2024-12-29 16:25:00
209,139,completed,1820.0,2024-04-12 01:15:00
210,34,returned,600.54,2024-07-03 22:12:00
211,281,cancelled,8252.71,2024-09-15 12:40:00
212,946,completed,6843.63,2024-05-03 11:31:00
213,609,returned,1858.08,2024-08-30 18:35:00
214,359,cancelled,1718.78,2024-05-12 23:53:00
215,706,completed,2922.19,2024-07-16 01:10:00
216,875,pending,8585.4,2024-11-27 07:43:00
217,212,cancelled,6550.71,2024-09-19 00:55:00
218,800,completed,4793.56,2024-03-08 20:11:00
219,616,completed,2315.32,2024-11-07 09:45:00
220,991,cancelled,4295.69,2024-07-11 11:29:00
221,259,pending,4720.31,2024-12-12 16:52:00
222,639,returned,5886.42,2024-01-04 16:42:00
223,990,cancelled,5658.43,2024-10-31 19:18:00
224,306,completed,4869.21,2024-06-21 08:40:00
225,333,cancelled,2685.35,2024-12-30 20:19:00
226,193,pending,5221.21,2024-05-03 01:51:00
227,878,returned,6639.25,2024-12-14 04:46:00
228,27,returned,9974.94,2024-05-12 13:25:00
229,398,completed,5871.93,2024-10-19 06:21:00
230,744,pending,6894.55,2024-11-22 15:58:00
231,964,cancelled,5122.42,2024-03-28 21:56:00
232,572,pending,3008.46,2024-08-29 04:47:00
233,265,pending,9474.54,2024-06-20 20:05:00
234,228,cancelled,2310.95,2024-06-06 13:50:00
235,909,cancelled,3779.66,2024-10-26 09:29:00
236,872,completed,4758.31,2024-11-20 18:37:00
237,967,completed,4774.97,2024-04-09 16:07:00
238,889,returned,5345.4,2024-07-30 01:55:00
239,875,pending,1459.92,2024-04-12 10:26:00
240,584,returned,1517.92,2024-04-02 02:31:00
241,341,pending,3202.8,2024-01-30 00:28:00
242,281,pending,7635.81,2024-03-27 18:48:00
243,163,returned,7873.59,2024-02-15 04:39:00
244,445,returned,4093.6,2024-09-01 12:00:00
245,39,pending,7333.52,2024-01-08 10:48:00
246,854,pending,277.37,2024-01-03 20:46:00
247,255,pending,6965.89,2024-06-25 09:08:00
248,106,returned,5083.03,2024-06-05 05:04:00
249,844,completed,3052.2,2024-05-28 14:46:00
250,533,cancelled,4393.29,2024-12-17 04:21:00
251,924,returned,3656.58,2024-04-06 05:58:00
252,941,returned,289.33,2024-04-24 23:08:00
253,217,completed,5937.96,2024-03-27 03:23:00
254,729,completed,3814.41,2024-11-23 08:49:00
255,548,completed,5979.85,2024-01-25 21:06:00
256,670,completed,577.53,2024-02-29 13:28:00
257,390,completed,5518.1,2024-08-30 22:09:00
258,211,completed,3081.05,2024-12-04 03:42:00
259,533,cancelled,6265.7,2024-12-24 04:26:00
260,851,completed,5164.69,2024-11-12 03:18:00
261,117,completed,5027.62,2024-11-07 06:49:00
262,270,pending,3643.43,2024-07-28 09:10:00
263,41,returned,9112.53,2024-12-18 15:21:00
264,241,completed,226.22,2024-02-15 03:53:00
265,588,returned,1576.53,2024-02-16 16:04:00
266,741,completed,9057.32,2024-11-25 07:29:00
267,304,cancelled,4696.35,2024-02-21 05:55:00
268,41,cancelled,3666.13,2024-12-12 10:27:00
269,757,completed,1040.48,2024-01-24 00:54:00
270,142,pending,3353.74,2024-08-12 19:17:00
271,900,completed,3788.96,2024-06-24 05:07:00
272,411,returned,9626.87,2024-05-19 12:44:00
273,872,returned,8019.0,2024-11-28 05:07:00
274,136,completed,9817.53,2024-03-22 03:26:00
275,934,returned,8042.42,2024-12-13 14:11:00
276,626,returned,7813.73,2024-11-09 00:55:00
277,701,pending,4882.49,2024-09-06 03:56:00
278,422,returned,555.13,2024-05-13 20:20:00
279,13,pending,9781.17,2024-12-08 10:33:00
280,536,completed,4385.19,2024-05-07 15:22:00
281,680,returned,1571.68,2024-10-12 19:03:00
282,12,pending,5105.12,2024-08-28 15:55:00
283,170,completed,7539.16,2024-06-13 07:21:00
284,994,cancelled,598.47,2024-04-24 17:41:00
285,388,returned,8189.32,2024-02-10 14:28:00
286,821,returned,971.4,2024-09-12 14:20:00
287,122,returned,7477.87,2024-01-10 03:25:00
288,423,completed,5615.6,2024-01-01 02:50:00
289,619,cancelled,8912.1,2024-10-14 06:41:00
290,688,returned,9508.52,2024-07-05 01:52:00
291,229,returned,3386.53,2024-11-13 19:30:00
292,734,cancelled,7187.54,2024-02-28 03:48:00
293,675,pending,121.75,2024-06-30 20:51:00
294,299,cancelled,7050.75,2024-01-24 05:31:00
295,144,returned,1158.92,2024-11-08 06:12:00
296,124,returned,2234.34,2024-04-07 22:21:00
297,111,returned,560.35,2024-11-20 21:37:00
298,127,returned,4628.14,2024-10-28 16:08:00
299,987,returned,142.94,2024-01-25 17:59:00
300,444,returned,9251.27,2024-03-31 22:37:00
301,178,pending,1125.18,2024-12-02 19:38:00
302,904,cancelled,5090.69,2024-07-15 13:38:00
303,938,pending,2808.6,2024-06-24 09:28:00
304,825,pending,1467.98,2024-11-04 22:56:00
305,767,cancelled,8446.44,2024-10-07 10:45:00
306,755,pending,2088.8,2024-11-15 22:18:00
307,704,cancelled,9219.8,2024-03-08 22:41:00
308,999,pending,5088.55,2024-12-21 20:20:00
309,728,completed,7631.67,2024-10-14 15:37:00
310,585,returned,6775.01,2024-09-30 09:56:00
311,868,returned,8102.22,2024-09-24 03:01:00
312,391,pending,625.34,2024-01-29 06:17:00
313,769,pending,9836.97,2024-12-15 08:09:00
314,860,completed,6936.89,2024-05-31 06:48:00
315,555,completed,3650.96,2024-08-19 03:39:00
316,889,pending,7449.89,2024-10-14 12:15:00
317,524,cancelled,6960.07,2024-01-25 12:24:00
318,427,cancelled,9661.75,2024-01-28 00:47:00
319,258,pending,6243.56,2024-08-14 07:58:00
320,649,cancelled,7575.57,2024-10-06 23:38:00
321,202,pending,3012.36,2024-03-31 21:04:00
322,192,pending,7377.29,2024-03-02 12:02:00
323,439,cancelled,5610.33,2024-03-07 05:37:00
324,867,cancelled,155.89,2024-08-26 22:59:00
325,159,completed,1621.66,2024-06-14 19:03:00
326,793,cancelled,4956.45,2024-10-20 17:22:00
327,75,cancelled,5301.41,2024-04-04 16:04:00
328,806,pending,4217.72,2024-10-01 12:05:00
329,358,pending,8845.63,2024-12-05 10:21:00
330,370,cancelled,2262.61,2024-11-12 16:30:00
331,575,completed,1235.75,2024-06-26 14:15:00
332,927,pending,9593.08,2024-12-15 10:24:00
333,938,completed,3920.17,2024-10-03 23:18:00
334,26,cancelled,5191.66,2024-09-17 14:31:00
335,45,cancelled,8992.99,2024-04-08 10:32:00
336,85,completed,1757.21,2024-10-02 17:00:00
337,642,completed,2186.74,2024-11-18 06:55:00
338,702,returned,8373.08,2024-04-15 17:53:00
339,720,returned,6500.96,2024-02-06 23:43:00
340,158,completed,4646.33,2024-06-18 01:05:00
341,76,completed,1862.12,2024-05-08 17:04:00
342,589,pending,9118.77,2024-07-27 12:28:00
343,646,returned,4386.95,2024-01-09 12:43:00
344,122,completed,6450.09,2024-11-12 02:48:00
345,764,completed,7038.73,2024-02-07 11:59:00
346,515,completed,2969.38,2024-12-17 09:38:00
347,89,cancelled,7676.21,2024-08-12 12:25:00
348,842,completed,4792.48,2024-09-30 07:08:00
349,765,returned,7988.03,2024-10-06 09:40:00
350,148,cancelled,6805.16,2024-11-27 11:00:00
351,567,pending,1320.03,2024-01-03 18:38:00
352,404,completed,3116.44,2024-06-25 06:26:00
353,928,pending,1693.45,2024-04-23 19:53:00
354,259,pending,1234.76,2024-12-09 18:54:00
355,56,returned,6482.28,2024-02-07 09:42:00
356,69,cancelled,1072.2,2024-10-24 15:21:00
357,366,pending,6745.83,2024-04-30 03:18:00
358,635,completed,9011.17,2024-06-11 15:28:00
359,337,cancelled,6965.24,2024-03-19 18:36:00
360,374,cancelled,9590.72,2024-03-27 00:20:00
361,253,pending,7150.77,2024-11-24 13:17:00
362,861,cancelled,1429.63,2024-06-18 15:29:00
363,457,cancelled,7770.19,2024-09-06 17:06:00
364,180,completed,8433.75,2024-03-12 17:12:00
365,270,completed,7301.51,2024-01-10 16:40:00
366,32,returned,7715.08,2024-04-18 01:35:00
367,267,returned,6573.69,2024-03-17 11:25:00
368,229,cancelled,1425.42,2024-09-13 16:05:00
369,407,cancelled,5071.46,2024-12-05 07:54:00
370,988,pending,7596.34,2024-03-12 14:10:00
371,184,pending,7385.61,2024-09-04 11:02:00
372,225,returned,2394.32,2024-05-15 11:14:00
373,44,pending,5227.06,2024-07-03 12:30:00
374,940,returned,8827.36,2024-01-21 20:20:00
375,106,cancelled,8365.24,2024-05-14 18:34:00
376,584,pending,3828.93,2024-07-12 11:37:00
377,670,completed,5214.96,2024-07-11 07:33:00
378,416,cancelled,8190.64,2024-06-25 15:50:00
379,494,completed,5068.19,2024-03-12 14:10:00
380,236,completed,5193.96,2024-05-23 06:09:00
381,192,pending,3686.01,2024-03-01 21:14:00
382,425,cancelled,7230.53,2024-09-03 21:30:00
383,491,pending,5948.83,2024-11-27 13:01:00
384,250,completed,1366.06,2024-10-30 05:08:00
385,645,completed,8918.9,2024-03-16 01:10:00
386,265,pending,5214.74,2024-07-26 19:36:00
387,653,completed,8797.24,2024-12-04 09:05:00
388,222,returned,6104.61,2024-08-29 15:10:00
389,225,returned,6048.3,2024-10-25 05:39:00
390,676,cancelled,1760.44,2024-12-17 10:59:00
391,465,completed,2375.16,2024-07-16 04:06:00
392,17,pending,5274.84,2024-09-15 21:26:00
393,847,pending,6094.56,2024-03-31 15:57:00
394,630,completed,8789.75,2024-09-29 16:48:00
395,121,completed,4874.19,2024-03-07 19:34:00
396,848,completed,8979.99,2024-12-13 20:27:00
397,535,returned,3766.74,2024-01-23 22:33:00
398,440,pending,9390.37,2024-09-03 12:22:00
399,604,completed,4312.35,2024-05-10 15:49:00
400,239,completed,2904.34,2024-10-05 13:16:00
401,194,completed,7120.57,2024-01-04 18:33:00
402,121,completed,3812.8,2024-04-15 22:51:00
403,324,returned,3686.47,2024-03-20 13:41:00
404,600,cancelled,2686.9,2024-10-01 13:36:00
405,375,cancelled,9918.81,2024-07-22 06:26:00
406,566,returned,1869.32,2024-10-13 17:30:00
407,260,cancelled,5818.75,2024-12-27 12:47:00
408,142,completed,7503.36,2024-08-16 22:10:00
409,103,pending,5132.6,2024-06-22 17:39:00
410,714,completed,1691.31,2024-11-21 00:51:00
411,94,pending,4769.52,2024-11-03 13:05:00
412,66,cancelled,2295.53,2024-02-10 19:02:00
413,742,returned,9313.78,2024-07-24 19:41:00
414,534,cancelled,7144.9,2024-11-01 01:49:00
415,840,pending,6438.88,2024-08-12 00:12:00
416,871,cancelled,2027.99,2024-11-02 16:33:00
417,716,pending,6190.38,2024-12-11 01:23:00
418,245,completed,9758.89,2024-02-14 08:49:00
419,410,cancelled,6729.65,2024-07-26 18:12:00
420,531,completed,7395.56,2024-02-05 02:35:00
421,292,cancelled,3540.0,2024-05-21 07:38:00
422,987,pending,4602.11,2024-07-25 18:00:00
423,268,pending,4130.63,2024-02-24 17:04:00
424,516,cancelled,3465.66,2024-02-29 16:16:00
425,898,cancelled,6972.5,2024-07-12 18:30:00
426,789,pending,7598.99,2024-08-22 21:29:00
427,919,completed,4871.5,2024-05-12 02:24:00
428,649,pending,6801.44,2024-04-27 10:26:00
429,979,cancelled,5213.39,2024-01-05 22:53:00
430,270,pending,2944.17,2024-07-23 21:47:00
431,841,cancelled,852.69,2024-04-01 15:20:00
432,363,pending,8953.73,2024-05-17 05:47:00
433,700,pending,5040.09,2024-04-12 07:47:00
434,248,cancelled,2147.11,2024-04-13 07:53:00
435,634,cancelled,1644.36,2024-02-24 03:58:00
436,81,returned,6176.89,2024-10-04 01:54:00
437,494,cancelled,6244.61,2024-09-09 18:55:00
438,282,returned,1910.43,2024-09-18 08:25:00
439,228,pending,636.07,2024-08-04 15:34:00
440,34,cancelled,3997.8,2024-12-17 05:29:00
441,1000,completed,7012.62,2024-08-23 10:44:00
442,9,completed,6773.62,2024-07-13 18:06:00
443,334,cancelled,6166.5,2024-05-12 05:35:00
444,270,pending,2767.14,2024-11-09 10:23:00
445,189,returned,4297.03,2024-08-02 22:48:00
446,382,cancelled,8557.83,2024-05-23 14:11:00
447,586,pending,9794.8,2024-12-17 07:52:00
448,103,cancelled,8060.47,2024-10-11 13:54:00
449,391,pending,1543.85,2024-03-17 15:51:00
450,10,pending,4273.05,2024-03-09 20:33:00
451,547,cancelled,7874.8,2024-06-02 08:35:00
452,880,completed,4044.18,2024-12-19 05:03:00
453,221,cancelled,4817.74,2024-11-18 03:28:00
454,763,cancelled,2671.71,2024-07-03 17:35:00
455,955,cancelled,3506.99,2024-07-29 03:22:00
456,889,pending,5810.85,2024-11-28 20:34:00
457,179,cancelled,3615.58,2024-12-10 16:31:00
458,794,returned,8907.36,2024-07-14 19:18:00
459,475,pending,8695.75,2024-11-23 10:26:00
460,647,returned,8504.12,2024-02-06 02:10:00
461,352,pending,3203.47,2024-11-30 09:45:00
462,274,returned,2785.36,2024-08-15 11:47:00
463,602,returned,4198.49,2024-04-04 00:08:00
464,746,pending,6654.02,2024-12-24 23:05:00
465,216,pending,4030.75,2024-02-18 02:59:00
466,900,returned,5529.49,2024-01-14 12:33:00
467,784,completed,1128.89,2024-11-12 04:05:00
468,671,returned,3162.77,2024-05-06 23:18:00
469,454,pending,1399.64,2024-03-28 00:02:00
470,680,cancelled,8617.65,2024-06-15 15:29:00
471,999,cancelled,5530.6,2024-03-10 22:34:00
472,182,returned,6347.37,2024-11-21 18:27:00
473,537,cancelled,9098.34,2024-09-03 17:14:00
474,825,completed,4474.42,2024-07-06 13:16:00
475,160,cancelled,204.5,2024-09-24 04:22:00
476,294,returned,5397.48,2024-12-18 15:48:00
477,489,cancelled,190.41,2024-08-08 09:38:00
478,237,completed,5527.3,2024-04-06 13:56:00
479,575,returned,4008.05,2024-03-24 22:47:00
480,662,returned,8301.43,2024-04-22 08:05:00
481,433,pending,5214.44,2024-11-09 22:43:00
482,279,cancelled,6519.72,2024-09-29 08:26:00
483,193,completed,1905.83,2024-05-28 03:40:00
484,467,returned,2794.13,2024-11-14 15:12:00
485,329,completed,1606.28,2024-09-30 00:11:00
486,996,completed,2892.93,2024-03-05 22:28:00
487,745,completed,2404.82,2024-03-18 00:31:00
488,223,cancelled,4260.41,2024-09-12 11:29:00
489,714,completed,3369.46,2024-03-15 01:17:00
490,795,returned,806.71,2024-08-28 05:12:00
491,918,cancelled,8190.78,2024-01-07 03:49:00
492,732,pending,3909.5,2024-08-14 07:47:00
493,35,pending,4662.26,2024-02-18 16:42:00
494,214,returned,3952.32,2024-06-08 10:10:00
495,645,completed,7472.77,2024-10-08 16:07:00
496,260,returned,6421.35,2024-04-11 11:56:00
497,54,pending,9735.41,2024-04-30 20:27:00
498,333,completed,1756.87,2024-05-21 18:07:00
499,406,pending,188.41,2024-01-22 18:50:00
500,708,returned,6915.22,2024-03-20 11:49:00
501,92,pending,1661.21,2024-02-16 21:39:00
502,347,completed,691.77,2024-11-26 04:44:00
503,550,completed,1345.69,2024-04-29 10:35:00
504,808,cancelled,8074.7,2024-08-12 23:12:00
505,22,returned,3645.86,2024-03-09 08:57:00
506,41,returned,7095.6,2024-10-13 09:34:00
507,714,returned,1978.78,2024-04-05 17:22:00
508,332,returned,2825.71,2024-11-02 17:10:00
509,71,pending,4548.9,2024-05-14 17:23:00
510,465,completed,7781.59,2024-09-16 12:46:00
511,190,completed,6235.37,2024-07-05 19:15:00
512,329,completed,6617.07,2024-10-02 12:12:00
513,537,returned,7680.77,2024-03-19 19:18:00
514,331,returned,6444.95,2024-02-26 03:33:00
515,675,completed,533.39,2024-03-07 05:55:00
516,33,pending,1159.85,2024-04-08 03:02:00
517,585,returned,6613.42,2024-09-26 19:44:00
518,605,cancelled,585.95,2024-04-23 19:45:00
519,73,completed,9309.09,2024-04-16 20:31:00
520,951,completed,4733.79,2024-11-23 01:23:00
521,572,returned,8238.06,2024-12-28 01:52:00
522,632,cancelled,5337.31,2024-02-06 09:04:00
523,968,pending,9609.81,2024-02-19 03:46:00
524,237,returned,1975.66,2024-09-26 21:15:00
525,584,pending,5628.39,2024-10-12 13:47:00
526,109,cancelled,6777.48,2024-12-25 21:27:00
527,905,completed,1751.41,2024-04-02 17:25:00
528,517,cancelled,6609.57,2024-09-30 19:28:00
529,956,cancelled,9034.6,2024-10-08 10:54:00
530,381,returned,7665.43,2024-08-08 23:20:00
531,624,pending,5675.13,2024-04-19 12:49:00
532,564,cancelled,3664.08,2024-08-19 14:25:00
533,1,completed,9831.27,2024-11-01 00:33:00
534,139,cancelled,165.03,2024-04-23 06:54:00
535,323,completed,7738.08,2024-12-19 08:58:00
536,567,pending,1033.44,2024-08-23 11:09:00
537,142,cancelled,3734.12,2024-10-25 07:14:00
538,263,cancelled,1009.86,2024-07-23 18:58:00
539,223,completed,7263.45,2024-09-04 05:31:00
540,846,completed,5992.79,2024-06-02 01:46:00
541,828,returned,876.93,2024-01-29 10:22:00
542,901,returned,4223.56,2024-03-02 07:47:00
543,669,completed,6375.48,2024-11-19 12:03:00
544,313,completed,3261.23,2024-10-16 04:20:00
545,515,pending,1616.66,2024-12-10 23:25:00
546,995,returned,7553.12,2024-10-21 16:05:00
547,228,returned,2968.85,2024-07-20 04:08:00
548,345,completed,4810.96,2024-01-26 17:25:00
549,269,completed,4045.42,2024-08-10 22:08:00
