event_id,user_id,event_type,page,product_id,session_id,event_at
32,963,remove_from_cart,profile,83,6d3f75ae-5dca-4ac1-a86b-713d266298a1,2024-08-05 06:15:00
33,399,page_view,checkout,87,d242f278-b358-456f-91a7-1fd90b5984a3,2024-02-11 00:48:00
34,714,page_view,product,88,d42c2cc6-ac60-4351-aaac-c7b8ea296db3,2024-03-24 06:04:00
35,185,add_to_cart,home,30,441dd98a-2de4-4972-a9a9-98131c54d4e6,2024-07-23 15:10:00
36,438,search,cart,57,7cca6776-8868-4614-af95-80f555099c54,2024-04-27 01:34:00
37,89,purchase,search,6,1d4cf2ab-3ff2-4fae-a78e-8a778a94b385,2024-04-11 10:01:00
38,213,remove_from_cart,product,6,76c78ab4-cec9-4b46-9e34-704e11ad0036,2024-07-23 04:32:00
39,737,search,cart,94,746aa831-862f-4360-b928-650c419498e7,2024-09-26 23:00:00
40,282,add_to_cart,cart,71,62f76806-c41d-4bd9-87f9-898337fde4f5,2024-06-18 03:40:00
41,79,purchase,search,93,3293dc30-4882-4b53-bf02-6b761889f773,2024-10-12 23:14:00
42,599,add_to_cart,home,9,47fa6216-77df-4e49-ac43-2b0c39155cea,2024-06-08 07:40:00
43,387,purchase,search,45,19b650cc-81ee-4199-a026-6241c949dec6,2024-09-27 14:14:00
44,199,remove_from_cart,checkout,49,7429c742-ef9d-4854-813f-bf08a4609790,2024-09-04 13:59:00
45,754,purchase,search,17,bba035cb-29c3-4a62-946b-be41cb5992da,2024-11-11 06:03:00
46,27,purchase,product,61,019d72cd-92a4-4e3c-b23f-89b1beeb0828,2024-01-08 07:57:00
47,518,purchase,checkout,38,88816f3d-9672-4e1c-bc4a-386ef86f0279,2024-08-09 08:14:00
48,520,remove_from_cart,home,68,ff376566-f037-4c73-9c04-55f2a7692637,2024-09-22 05:23:00
49,689,purchase,home,37,bfaa8047-c4fe-4b57-bf00-b5c0bebbffcf,2024-05-16 23:48:00
50,346,remove_from_cart,cart,21,608f9b7b-7b23-4b8a-92fa-1c1bc04fa3b2,2024-10-12 07:23:00
51,649,search,search,62,e4736a8c-1b38-45bb-9461-da5da53e975c,2024-11-17 08:11:00
52,100,page_view,search,35,10447a30-517f-40eb-8e85-b5fcc35f9b5c,2024-04-29 17:02:00
53,357,remove_from_cart,profile,59,388b0807-41da-4f39-91d6-fefb30d72b9a,2024-10-29 20:46:00
54,271,search,search,66,e22217b1-ec29-49c5-9451-2e3141cfc876,2024-04-28 00:56:00
55,123,search,checkout,7,701fe4d8-aa65-483a-ac5f-b92c3686195a,2024-10-01 00:49:00
56,733,purchase,cart,92,d57d9c42-d525-425c-b3e9-c1eaab0db04f,2024-04-22 18:14:00
57,676,search,search,47,b6d99bb7-1cc2-4839-9e7d-9a5d0b52bbfe,2024-07-11 14:48:00
58,781,purchase,home,4,04c6d144-6023-4f0d-93ea-3d48dcfec172,2024-12-26 08:11:00
59,491,page_view,search,66,c6913860-29a3-4498-ab65-2345fea62ffa,2024-05-02 19:26:00
60,769,remove_from_cart,cart,95,14231dc4-0ed9-45a5-b03a-57b80be83d3a,2024-09-26 20:37:00
61,912,remove_from_cart,profile,26,5907ab95-376e-4beb-951e-689d671dab61,2024-12-15 06:50:00
62,783,search,profile,2,db2e253c-c4e8-42d1-8349-6d77dd05fb20,2024-07-06 06:59:00
63,920,purchase,product,33,dbd4d798-ccad-4a2d-b2b4-ade7054c58be,2024-08-15 20:05:00
64,959,purchase,checkout,65,db27e31a-5c37-4da8-ac42-2729ab3d7032,2024-01-21 08:49:00
65,835,purchase,profile,86,afdad36e-0c81-4d70-a5ae-12433e185462,2024-10-10 01:22:00
66,646,remove_from_cart,cart,45,7c48d846-8c89-4c78-9bda-20173de5a769,2024-03-08 18:10:00
67,380,search,product,34,2d4576db-9827-4d2c-82dc-a75049dfea74,2024-10-24 03:18:00
68,560,page_view,search,58,2eb0348d-ce95-4311-aac0-4b89659fa322,2024-05-12 10:36:00
69,178,page_view,profile,65,a6faae0f-4637-4f08-a1fb-b8a86136155b,2024-10-20 06:06:00
70,794,page_view,cart,67,ecfe9fd9-a092-4e8f-87da-f1028f213b75,2024-09-03 12:49:00
71,534,purchase,search,94,756971ae-0c3e-455f-aa34-c35d2cf9c784,2024-05-11 12:04:00
72,563,remove_from_cart,home,50,74f1cc80-64eb-4c24-88dd-75d1c49ceb98,2024-06-14 23:31:00
73,65,remove_from_cart,home,85,de6abcbc-c24c-448a-b02b-8c97e510595e,2024-09-12 17:43:00
74,464,remove_from_cart,profile,92,a1b6d7b9-a300-4b08-8e62-aa1ca05ed820,2024-03-01 00:20:00
75,411,purchase,product,17,9dbb0b99-9633-4ef7-b347-b71c25830a41,2024-07-29 05:54:00
76,284,purchase,product,5,dbe96238-c065-45b5-bdaa-b49a70507148,2024-04-02 10:58:00
77,772,purchase,search,95,668b7bab-2f37-4547-b2f3-77f33bd6845a,2024-07-31 10:54:00
78,239,remove_from_cart,checkout,71,5194d399-6660-4f3c-abf3-19f0b740c89e,2024-07-15 13:25:00
79,472,add_to_cart,checkout,100,0eaa7e9e-84c2-4794-81bf-262483c51b9b,2024-01-15 07:58:00
80,149,page_view,home,82,e9bc4482-3630-465d-a357-789ad6804e0c,2024-12-12 22:10:00
81,284,remove_from_cart,search,55,8846f388-2164-4b15-b74e-8c85e379be2d,2024-02-12 11:56:00
82,282,purchase,search,74,2bf1713e-be16-4822-8712-9cf36a25d8c3,2024-09-16 09:57:00
83,272,page_view,search,87,e686f1e5-b94e-498a-8d1f-450d38029977,2024-06-27 02:38:00
84,609,purchase,search,27,5240a4b7-db5b-438d-a2b1-7f639b532d9a,2024-12-19 05:30:00
85,760,purchase,product,69,c09b0f5c-c047-418a-85b2-c7dcf14a316b,2024-10-28 20:03:00
86,524,add_to_cart,product,63,b8b73a5c-91ad-44ee-85e8-8b0513ee6f7f,2024-02-26 00:23:00
87,607,purchase,home,22,0210c91b-d851-4142-8ced-592d2138d93d,2024-04-11 07:44:00
88,622,search,home,36,53aa4c94-c749-41a9-8b63-78ae0b31cb92,2024-08-16 22:15:00
89,156,purchase,product,17,d0b27f4c-1f77-4983-a499-d64c1aea34c0,2024-05-19 06:44:00
90,932,purchase,cart,70,9231e9fe-0287-4299-9425-d46bae48cada,2024-12-31 22:06:00
91,106,purchase,product,45,820b41e4-f693-4c2f-979e-ed5a798569ea,2024-10-20 12:58:00
92,763,search,profile,58,1b1e8bff-7e97-47b4-8ddf-4b179daed77d,2024-02-03 16:23:00
93,73,page_view,cart,86,52424588-b730-47ba-8a55-a0291f99a7aa,2024-08-14 14:29:00
94,855,page_view,checkout,26,2507c7a6-0ca9-4f56-b9f1-c9751331e5ee,2024-02-29 22:20:00
95,631,add_to_cart,search,7,1c10bf35-dca8-4d31-938d-b065c5020053,2024-10-31 12:09:00
96,667,purchase,search,97,b94dbae8-0fec-4117-b48e-3f1ce6098105,2024-07-20 03:05:00
97,531,search,home,73,cd36b197-d94f-4fbe-bc82-b6bd3e6d2efe,2024-03-25 17:14:00
98,703,remove_from_cart,profile,88,56a62f4e-fa18-40f9-b64a-3bf8bc75a3a5,2024-05-17 01:53:00
99,134,purchase,profile,92,5c6d61fd-6940-46bb-b9a7-37a87eb0f217,2024-01-24 21:32:00
100,909,add_to_cart,cart,85,6e4df281-1c4c-4e9a-8c7c-2b9ed8f34b8e,2024-10-11 23:34:00
101,765,search,checkout,37,05a1e05f-8de5-452c-99f5-a699b04c3534,2024-11-20 20:13:00
102,384,remove_from_cart,home,99,c1732e0e-ff9b-4fb1-9d0d-28bc8089b486,2024-09-17 10:49:00
103,955,search,cart,21,3896ad2f-95e0-4056-9493-fddfad9b469a,2024-01-01 09:39:00
104,780,remove_from_cart,profile,33,1a88f5f5-0c79-4771-9e5c-ca2187fee7cc,2024-11-11 05:32:00
105,508,purchase,checkout,86,8a99c138-80f0-495e-bb78-e8024f44c674,2024-06-22 13:28:00
106,324,add_to_cart,search,53,98012025-9151-43af-91d8-41947204155a,2024-07-28 17:33:00
107,79,remove_from_cart,cart,83,6131a387-0256-4423-8b08-fbc751486a32,2024-04-18 18:52:00
108,134,remove_from_cart,home,26,68e62f28-0fa9-47f8-88eb-82619ee00cb9,2024-04-13 15:13:00
109,193,add_to_cart,checkout,85,d8bbe91b-eb7c-4dbe-b0c7-9835fcfb0202,2024-06-04 01:33:00
110,99,search,profile,39,83c73f31-cac3-47a5-ad61-40e6c6e41333,2024-06-07 09:35:00
111,585,page_view,product,4,f547cd3e-dbd9-4948-8b80-6737e0aec779,2024-09-23 09:08:00
112,816,purchase,product,46,8e78cade-54f4-4ce2-8732-4ca12a481970,2024-11-08 18:06:00
113,586,add_to_cart,home,41,94511bdb-e152-4ba7-815c-2151f55c9af7,2024-08-31 21:32:00
114,439,remove_from_cart,profile,36,1cd1fe4a-e3e1-4e56-ad79-62294973938f,2024-12-30 16:52:00
115,770,add_to_cart,search,56,0999eff9-a7bb-4d59-8d78-5f834538134c,2024-02-10 05:00:00
116,809,remove_from_cart,product,87,bf4f1c0c-b473-49dd-9290-f2a367bcb356,2024-09-18 14:01:00
117,37,page_view,search,7,337123a6-6007-4379-942c-412e0aa5dbd8,2024-07-11 05:18:00
118,437,remove_from_cart,product,9,b6d61fb9-64c2-48e4-8d24-a08de55d4c27,2024-11-17 21:50:00
119,130,add_to_cart,cart,52,71103392-389d-4f18-976c-58fd173477da,2024-03-19 08:18:00
120,225,purchase,checkout,20,f05103df-25dd-4515-a6a9-2854097e1397,2024-11-08 04:46:00
121,940,page_view,checkout,54,88565284-cbfe-484a-bf47-7192f414fdf7,2024-06-28 08:23:00
122,940,purchase,profile,82,43386d0e-b5c5-4efe-adaa-d1a730f8e0a5,2024-08-03 15:03:00
123,945,add_to_cart,checkout,7,24815eae-a0f6-453e-8723-f5548327fab1,2024-08-13 01:04:00
124,845,page_view,search,48,6f46cb7a-b0b6-4eb3-bb75-9e264fe18641,2024-07-05 15:49:00
125,995,remove_from_cart,product,65,c478e6dd-f05d-4984-bc63-191e80ebf7f5,2024-09-27 23:08:00
126,351,purchase,search,33,15248a35-6ba9-4701-b0a8-cdc598f3c69b,2024-12-18 06:29:00
127,96,page_view,checkout,83,93b6470c-a707-463b-9a18-4f231ecbab79,2024-02-06 21:44:00
128,897,search,cart,90,390e472f-3d02-495b-829c-539b85c85e04,2024-11-24 12:39:00
129,110,page_view,profile,93,2d98526d-b9a8-47b4-92be-72767b19cea5,2024-08-29 17:05:00
130,514,search,checkout,43,ec508e36-2f2c-4190-bcb1-22a91264fcda,2024-09-15 02:23:00
131,564,search,home,68,c5be67e2-3d87-4f5c-8bf3-9bd56ed344c2,2024-11-18 13:08:00
132,242,search,product,60,d7247749-8171-4957-b6ef-28429425ff16,2024-09-22 08:03:00
133,516,purchase,home,74,6690b687-ddc2-4da8-8f94-e81722d3b803,2024-07-05 15:05:00
134,353,purchase,product,98,9cad52b3-07ba-480e-8a6c-0718b82cf31e,2024-02-24 00:03:00
135,849,page_view,cart,63,bff86b5f-4339-4238-9e8e-eb4ac683262a,2024-12-27 02:50:00
136,585,remove_from_cart,home,56,da1d2345-2c9c-49dc-ac1b-fbca21136fa8,2024-12-01 10:57:00
137,444,search,cart,76,fa98c992-1472-455c-a92e-5a8a135e8224,2024-01-20 01:12:00
138,923,purchase,home,70,6c98bb46-a2a4-4dbd-bad2-3515a430e081,2024-08-01 02:59:00
139,310,purchase,product,76,5b84de7e-de9e-4d0c-98c4-608b006af375,2024-02-12 01:09:00
140,810,purchase,profile,38,4d375aee-d37a-4627-8fa0-2f6714ee0963,2024-03-29 06:30:00
141,816,search,product,58,5342dbe2-c436-446f-949c-4507b1cfe087,2024-11-28 13:08:00
142,923,add_to_cart,home,93,96087064-595b-4de9-b11e-60baffbf3a6f,2024-05-20 15:00:00
143,96,add_to_cart,checkout,88,b284a984-c761-4d5f-99f2-e38b455ded16,2024-01-10 23:23:00
144,905,purchase,profile,90,87fd9376-2cc7-4715-be66-28dceefbef5a,2024-03-21 19:08:00
145,413,purchase,search,21,6b3882bf-8a72-49cd-92ec-28e316f65c0f,2024-04-29 12:08:00
146,54,page_view,product,38,21bcba91-d5f3-4047-9f1e-93beb8f97111,2024-03-13 03:16:00
147,733,search,checkout,56,a4b6a03f-2370-439e-92ae-a13b4211c959,2024-04-27 00:09:00
148,722,search,search,51,352adb49-fc97-4986-bdb7-b3b86ab92f8a,2024-03-08 16:07:00
149,84,search,home,26,9558c8a9-62cd-4e85-b6d6-73fc05c956fa,2024-03-02 18:25:00
150,705,search,search,43,d037b88d-d3ff-4823-9c2b-8da798cae915,2024-04-08 11:37:00
151,71,add_to_cart,profile,45,e00774d6-dd73-4f6e-9577-a852474ea67b,2024-09-15 05:43:00
152,439,add_to_cart,checkout,94,ce951285-d92f-4e5e-87fe-f7d932e946a8,2024-05-24 14:33:00
153,941,search,profile,68,f5efa6e1-be0a-4ac6-b1c0-3ea7efdf3c00,2024-03-13 09:21:00
154,702,search,home,78,beb2944b-a8ca-4f20-821a-e012aa8edbf9,2024-09-23 15:34:00
155,116,add_to_cart,product,73,726ce14a-66dc-43a2-916b-a40588e82a81,2024-03-02 15:09:00
156,203,add_to_cart,search,67,b42bbb64-b815-4945-b6e4-c75653fcd2bc,2024-03-21 20:48:00
157,231,search,product,91,0ae5bb29-345f-42cf-a301-93f25ca678c6,2024-12-24 14:20:00
158,314,page_view,product,68,1ebb6739-d79b-46ee-ae27-8624acc5d94b,2024-08-29 01:23:00
159,945,remove_from_cart,cart,37,9719e296-d3ff-43a5-9d65-8f08706a1d3f,2024-01-14 10:44:00
160,305,purchase,cart,46,794a51c5-fe48-4b45-8af5-ec3a899d5052,2024-04-08 05:18:00
161,116,add_to_cart,checkout,80,72ad1ad8-288d-41af-bf07-875197004e8a,2024-01-21 15:02:00
162,816,add_to_cart,profile,83,94733ab3-f0b9-4df5-816f-c3446fbf5996,2024-06-02 18:39:00
163,972,page_view,cart,87,bfe94e08-e5dd-44cf-9b2f-fb6d450c9698,2024-02-23 00:44:00
164,482,page_view,checkout,71,6963bdbb-03f5-4866-9928-f5a2f09a1674,2024-08-23 16:36:00
165,431,purchase,cart,95,0675630f-362d-4aa7-9e40-2205105802ef,2024-04-14 22:24:00
166,938,page_view,home,36,3287a22e-dab1-4a5d-ae57-d0bb07e5ff32,2024-06-09 09:21:00
167,511,search,cart,18,7c11c18f-c4ee-4548-b291-25d39f9cff43,2024-09-11 11:14:00
168,478,add_to_cart,checkout,27,0de43b45-2ac4-4fe8-9de6-7646c423c80b,2024-03-26 12:54:00
169,932,search,cart,26,56519811-fdff-4800-8f1e-6c68b3b2398c,2024-08-18 04:16:00
170,320,remove_from_cart,search,61,5fecf349-c97c-4839-ad35-6b2babdfb583,2024-03-02 05:58:00
171,163,purchase,search,41,4a800e57-a473-428d-8001-7567fef0c0e0,2024-02-07 09:41:00
172,909,add_to_cart,checkout,77,1cb3f411-bf3d-4a0f-a18b-6e8911196815,2024-03-24 01:03:00
173,594,page_view,product,45,5d0e1e2c-cc72-4fb8-9905-341913f09c00,2024-09-18 11:15:00
174,885,remove_from_cart,profile,7,d09859e1-0e92-4af6-989d-2f791ff56e22,2024-03-09 19:31:00
175,934,page_view,search,74,e56213f1-9f4c-4044-be05-6496e07695d9,2024-06-30 07:32:00
176,804,search,checkout,3,3e642baf-b220-4e27-8926-b18ae9e3e962,2024-08-10 21:16:00
177,36,page_view,product,64,9c1ede77-fc9e-4388-92b2-2ff5a2b0faba,2024-05-17 17:36:00
178,402,purchase,search,17,9c42715d-b8d8-4ae2-a571-58c07933e19d,2024-08-07 07:57:00
179,503,purchase,search,17,b642303e-e81d-48d8-828e-6b0d37724296,2024-05-14 12:04:00
180,7,remove_from_cart,profile,74,e37e1cff-69a5-4459-b34b-52093e0ca3bc,2024-11-18 19:41:00
181,250,page_view,search,3,061aaf48-156a-4548-bf2b-40a89711e3ec,2024-05-30 21:19:00
182,796,purchase,search,37,b3a581cf-ff2d-40f8-b98c-acaf22799bff,2024-01-14 10:02:00
183,817,remove_from_cart,home,43,2c9934b8-948d-461a-92f2-8ca50eeb881e,2024-10-26 08:38:00
184,14,purchase,home,32,6d7ee89f-8fab-4b73-b476-ab233a87d568,2024-06-18 13:40:00
185,803,add_to_cart,checkout,2,661bb233-504f-4434-ba2f-ac854b4f3f55,2024-07-16 02:01:00
186,673,remove_from_cart,home,8,870a2f40-5c82-4e60-9210-9ecc157edda7,2024-11-02 03:31:00
187,826,page_view,search,81,4e5e683d-fc6e-4e78-a34d-d332c7fd899e,2024-07-05 07:28:00
188,153,search,home,60,4fbc378a-490c-4eb7-aab4-18896492b917,2024-09-04 23:16:00
189,7,search,search,72,dc549537-658d-4097-b2fb-2d29848ae503,2024-09-25 09:30:00
190,592,purchase,cart,85,73cd2196-4f3a-4402-bd67-54aca2ace110,2024-04-18 02:50:00
191,697,page_view,cart,95,f7ff7e37-8327-451e-9b20-d6edc31b0d70,2024-05-28 10:47:00
192,66,purchase,cart,28,85714620-8006-4982-a6fb-6d86b7f5add5,2024-05-04 22:41:00
193,604,search,product,67,ed0adf96-64bf-4a11-9d1e-fc5c74d60c7a,2024-09-30 07:24:00
194,865,purchase,home,6,90a08964-f642-4066-9086-5052e74c2a33,2024-10-30 14:16:00
195,869,page_view,search,71,b4e66a53-6d5d-4962-ad63-27f9058a93a9,2024-07-31 17:50:00
196,141,search,profile,91,901971ff-ca94-4bee-b9f7-e4395d9065e9,2024-09-08 23:22:00
197,502,page_view,search,87,2d3c672c-2a6c-4b3b-9ee5-1d39ae5bdd8b,2024-10-04 17:29:00
198,843,add_to_cart,profile,100,388b0da1-0717-4f03-9d24-de744daf3b0c,2024-12-17 06:03:00
199,704,purchase,cart,89,67e84fb6-df63-412e-ba5c-e5590e008f10,2024-06-26 15:53:00
200,563,purchase,profile,13,6ee9cb11-2e35-46c5-89cb-fbec5f9e7473,2024-07-13 10:55:00
201,568,remove_from_cart,home,96,a57787a6-7f7f-4807-9a55-a3717032476d,2024-04-10 00:02:00
202,750,search,product,21,9204fd1f-9b09-4a2f-a7b8-87fccb1eb980,2024-03-25 00:26:00
203,300,purchase,product,3,fd86380a-17fb-44ce-8def-d6c9e4211686,2024-08-03 20:27:00
204,500,add_to_cart,search,65,95d31569-2440-40de-9da6-39941fd897df,2024-05-03 13:49:00
205,87,search,profile,40,78f11d6d-a8e3-47e4-9972-55cbdf82237c,2024-12-31 02:46:00
206,882,page_view,product,65,c4a385c6-0dbb-4b3d-ad84-c77674084659,2024-12-25 21:44:00
207,946,add_to_cart,search,52,092320e5-56a2-44e0-84e9-0c5565a7e06f,2024-04-13 23:48:00
208,524,page_view,product,56,7ef45af1-9eb0-4962-ac69-8472ac9f8d0f,2024-06-08 19:55:00
209,671,add_to_cart,search,7,710c03bf-e8d6-440e-bda6-84522a49453a,2024-04-28 02:22:00
210,110,add_to_cart,product,96,6f29fc2d-6c68-4b5c-836f-f538f26c07d7,2024-08-08 10:41:00
211,802,search,home,90,8c7dc7e2-7bf5-49fc-8007-19cb26c924fb,2024-08-14 14:11:00
212,596,add_to_cart,cart,60,6abfc8f9-1b72-4f8a-9dec-aeed2da109bf,2024-09-28 06:27:00
213,240,purchase,search,14,b6780817-f377-41f3-a069-2dd7c5179882,2024-03-06 07:01:00
214,334,add_to_cart,product,42,64d502ef-0723-4d22-8478-114df59d1345,2024-03-11 13:03:00
215,42,page_view,profile,12,ee3b8002-40c8-4547-98d4-8645aa3583a7,2024-10-03 20:06:00
216,910,add_to_cart,product,3,5fd5405a-c3b3-4ada-8ac7-ea22a497c12f,2024-09-02 06:33:00
217,539,search,profile,8,63a8add0-e15e-4c2a-92fc-8239e194a48f,2024-02-09 20:09:00
218,171,page_view,product,34,96221247-e6d7-4bfd-8f36-9c3d61985764,2024-11-16 06:47:00
219,794,purchase,cart,17,a332ca60-dfb0-41b5-980b-af93345dfe2d,2024-02-18 01:04:00
220,33,purchase,profile,35,c0b54e8d-7bae-4130-bbca-3a1101072af2,2024-06-19 05:58:00
221,885,page_view,profile,45,108cd2d2-9e9f-4d41-b62c-0b7134e2760d,2024-12-26 01:02:00
222,604,search,home,9,117ff31c-aafb-4bcf-b280-8de8839af30a,2024-11-07 20:46:00
223,473,page_view,cart,65,e9e00ebe-65d0-4cf7-b419-6d2512ef08ef,2024-01-15 16:51:00
224,381,page_view,home,89,e8e8557b-0653-48cf-8606-65e1c6fd5414,2024-02-02 10:01:00
225,681,remove_from_cart,home,22,589a5711-4282-424d-bfd3-29e68bce9e27,2024-03-23 23:54:00
226,352,page_view,home,15,d572b5bc-a5f7-4f0b-a24e-4479be760d48,2024-03-26 16:29:00
227,797,remove_from_cart,home,67,e77e7355-c8e8-48bb-90df-f179da215606,2024-04-03 12:29:00
228,822,page_view,product,73,38cd56ed-c3f5-49d4-915c-0d80f306bbd5,2024-01-29 18:31:00
229,253,search,home,57,0a3acfa9-c26d-4fb5-9417-1e89ec13b8e1,2024-11-11 18:06:00
230,292,search,product,64,513b4108-ad5a-48d3-9675-bd944d30d19f,2024-02-25 19:05:00
231,33,remove_from_cart,cart,15,ba41e0fa-f335-4ff8-a175-0872aabd8f57,2024-06-04 03:16:00
232,391,search,search,16,37c3927d-d0f6-4475-8d77-af1c594e6cbc,2024-09-10 10:48:00
233,420,page_view,home,73,a6fe0dc7-ac36-4b36-b061-b9720003baed,2024-06-27 17:14:00
234,813,remove_from_cart,search,93,c9930880-624e-4a54-8db7-e5900a5d2401,2024-05-02 10:59:00
235,611,page_view,product,60,34111698-581f-4699-a410-2782fbe101c8,2024-06-20 07:26:00
236,763,add_to_cart,cart,61,bf638917-3f38-411f-bcbc-f111d9e4d430,2024-11-10 19:47:00
237,58,remove_from_cart,product,98,7a732911-ed56-46b0-a599-dab9c99684dc,2024-04-27 21:12:00
238,964,remove_from_cart,checkout,44,2e1a7bd5-1a17-4063-a998-30675f5d6bee,2024-01-07 18:54:00
239,72,purchase,search,25,bf897061-e2ca-45ff-b3b1-f93a0fdb0a9f,2024-07-01 23:26:00
240,197,purchase,cart,5,8a2346d4-1dc8-493f-80d4-a561a8db4808,2024-11-18 20:42:00
241,378,search,cart,65,0684adac-9362-416c-a3cb-312f0cbc1f00,2024-10-09 02:06:00
242,559,remove_from_cart,cart,58,8711380c-cf4b-4b56-8d90-7a411c3318b4,2024-08-31 02:30:00
243,24,purchase,checkout,47,0685dda6-5eca-4d76-aa68-78b8d631174f,2024-08-29 13:57:00
244,444,add_to_cart,checkout,10,c6b4416a-45cb-4e2e-9aa6-833743235392,2024-01-30 22:24:00
245,106,page_view,cart,23,8e01124c-66e0-4524-9558-fb0d741d6d5f,2024-01-17 07:01:00
246,485,add_to_cart,profile,94,701e2eb9-12a5-49fb-a442-9df8499983c0,2024-06-27 07:35:00
247,400,search,product,65,d63175b1-c219-44d0-85b3-b6a565a0f6ca,2024-02-03 10:39:00
248,850,purchase,search,3,ff187ec8-a341-44cd-a0ea-f5a5d5555940,2024-01-05 23:29:00
249,954,search,checkout,15,c73e9891-775b-436f-ae46-a7e0cdcc9315,2024-08-07 19:00:00
250,64,search,cart,32,d3868e01-cbc5-4ddf-8a63-5fd10ace526c,2024-05-13 22:29:00
251,336,remove_from_cart,home,96,955abf57-9196-4971-9068-1821908e76da,2024-08-12 09:33:00
252,102,remove_from_cart,cart,40,73b78792-d293-401a-b48a-8f61456eec6c,2024-05-01 18:16:00
253,288,purchase,profile,78,8be0ebf0-96c9-40ef-8990-4e99adae0de8,2024-03-27 12:25:00
254,179,purchase,product,77,e436fe3e-2c13-469d-9d1f-0c180e9fd7db,2024-06-25 03:37:00
255,988,search,home,92,e300b340-01d4-4105-ade5-cb0a2bc2c224,2024-04-26 17:56:00
256,946,add_to_cart,product,36,4b74c153-bcb8-496b-ba4f-5ce1b240e35e,2024-12-24 19:41:00
257,312,page_view,cart,44,98f04b46-2ec3-4309-a9ea-695886202164,2024-04-02 18:47:00
258,865,search,product,60,7b7c5e66-9c08-4250-b6f0-bac6f7239f5a,2024-08-24 15:43:00
259,465,page_view,product,48,603a7859-62af-4030-8c17-31b673b0af0a,2024-09-30 19:38:00
260,988,purchase,home,51,73fc7a0d-3c38-4147-8eb6-916a60190ba6,2024-01-12 01:05:00
261,210,page_view,home,32,a371b924-434d-41c8-977a-b021fb1f4e54,2024-12-10 20:31:00
